"trainer/global_step","2e4 - _step","2e4 - _step__MIN","2e4 - _step__MAX","2e4 - val-MAE Hessian","2e4 - val-MAE Hessian__MIN","2e4 - val-MAE Hessian__MAX","7e5 - _step","7e5 - _step__MIN","7e5 - _step__MAX","7e5 - val-MAE Hessian","7e5 - val-MAE Hessian__MIN","7e5 - val-MAE Hessian__MAX","5e5 - _step","5e5 - _step__MIN","5e5 - _step__MAX","5e5 - val-MAE Hessian","5e5 - val-MAE Hessian__MIN","5e5 - val-MAE Hessian__MAX","3e5 - _step","3e5 - _step__MIN","3e5 - _step__MAX","3e5 - val-MAE Hessian","3e5 - val-MAE Hessian__MIN","3e5 - val-MAE Hessian__MAX","6e5 - _step","6e5 - _step__MIN","6e5 - _step__MAX","6e5 - val-MAE Hessian","6e5 - val-MAE Hessian__MIN","6e5 - val-MAE Hessian__MAX","2e5 - _step","2e5 - _step__MIN","2e5 - _step__MAX","2e5 - val-MAE Hessian","2e5 - val-MAE Hessian__MIN","2e5 - val-MAE Hessian__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-MAE Hessian","1e3 - val-MAE Hessian__MIN","1e3 - val-MAE Hessian__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-MAE Hessian","1e6 - val-MAE Hessian__MIN","1e6 - val-MAE Hessian__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-MAE Hessian","1e4 - val-MAE Hessian__MIN","1e4 - val-MAE Hessian__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-MAE Hessian","1e5 - val-MAE Hessian__MIN","1e5 - val-MAE Hessian__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-MAE Hessian","4e5 - val-MAE Hessian__MIN","4e5 - val-MAE Hessian__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-MAE Hessian","8e5 - val-MAE Hessian__MIN","8e5 - val-MAE Hessian__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-MAE Hessian","1.7e6 - val-MAE Hessian__MIN","1.7e6 - val-MAE Hessian__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-MAE Hessian","8e4 - val-MAE Hessian__MIN","8e4 - val-MAE Hessian__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-MAE Hessian","6e4 - val-MAE Hessian__MIN","6e4 - val-MAE Hessian__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-MAE Hessian","4e4 - val-MAE Hessian__MIN","4e4 - val-MAE Hessian__MAX"
"236799","473784","473784","473784","0.03359808400273323","0.03359808400273323","0.03359808400273323","473784","473784","473784","0.03290434926748276","0.03290434926748276","0.03290434926748276","473784","473784","473784","0.033878400921821594","0.033878400921821594","0.033878400921821594","","","","","","","473784","473784","473784","0.03701235353946686","0.03701235353946686","0.03701235353946686","473784","473784","473784","0.03446684777736664","0.03446684777736664","0.03446684777736664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237599","","","","","","","","","","","","","","","","","","","475414","475414","475414","0.0350886806845665","0.0350886806845665","0.0350886806845665","","","","","","","","","","","","","","","","","","","475414","475414","475414","0.03283672407269478","0.03283672407269478","0.03283672407269478","","","","","","","475418","475418","475418","0.038951314985752106","0.038951314985752106","0.038951314985752106","475414","475414","475414","0.03417069837450981","0.03417069837450981","0.03417069837450981","475414","475414","475414","0.03448281064629555","0.03448281064629555","0.03448281064629555","475414","475414","475414","0.033583421260118484","0.033583421260118484","0.033583421260118484","475456","475456","475456","0.03952359780669212","0.03952359780669212","0.03952359780669212","475519","475519","475519","0.04033484682440758","0.04033484682440758","0.04033484682440758","475646","475646","475646","0.043264321982860565","0.043264321982860565","0.043264321982860565"
"241199","","","","","","","","","","","","","","","","","","","482617","482617","482617","0.03395908325910568","0.03395908325910568","0.03395908325910568","","","","","","","","","","","","","","","","","","","482617","482617","482617","0.033956192433834076","0.033956192433834076","0.033956192433834076","","","","","","","482621","482621","482621","0.03649762272834778","0.03649762272834778","0.03649762272834778","482617","482617","482617","0.033987801522016525","0.033987801522016525","0.033987801522016525","482617","482617","482617","0.033056579530239105","0.033056579530239105","0.033056579530239105","482617","482617","482617","0.035071369260549545","0.035071369260549545","0.035071369260549545","482659","482659","482659","0.03865095600485802","0.03865095600485802","0.03865095600485802","482724","482724","482724","0.03884502872824669","0.03884502872824669","0.03884502872824669","482852","482852","482852","0.04236520081758499","0.04236520081758499","0.04236520081758499"
"243199","486589","486589","486589","0.032338615506887436","0.032338615506887436","0.032338615506887436","486589","486589","486589","0.03246009349822998","0.03246009349822998","0.03246009349822998","486589","486589","486589","0.03402417525649071","0.03402417525649071","0.03402417525649071","","","","","","","486589","486589","486589","0.03530116379261017","0.03530116379261017","0.03530116379261017","486589","486589","486589","0.0341583788394928","0.0341583788394928","0.0341583788394928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"244799","","","","","","","","","","","","","","","","","","","489820","489820","489820","0.03428221866488457","0.03428221866488457","0.03428221866488457","","","","","","","","","","","","","","","","","","","489820","489820","489820","0.03441537916660309","0.03441537916660309","0.03441537916660309","","","","","","","489824","489824","489824","0.03670865669846535","0.03670865669846535","0.03670865669846535","489820","489820","489820","0.03583206981420517","0.03583206981420517","0.03583206981420517","489820","489820","489820","0.03438970446586609","0.03438970446586609","0.03438970446586609","489820","489820","489820","0.03284125775098801","0.03284125775098801","0.03284125775098801","489863","489863","489863","0.03911595046520233","0.03911595046520233","0.03911595046520233","489929","489929","489929","0.041978854686021805","0.041978854686021805","0.041978854686021805","490059","490059","490059","0.04553619399666786","0.04553619399666786","0.04553619399666786"
"248399","","","","","","","","","","","","","","","","","","","497024","497024","497024","0.03381720930337906","0.03381720930337906","0.03381720930337906","","","","","","","","","","","","","","","","","","","497024","497024","497024","0.03316344693303108","0.03316344693303108","0.03316344693303108","","","","","","","497028","497028","497028","0.0370534211397171","0.0370534211397171","0.0370534211397171","497024","497024","497024","0.03489278629422188","0.03489278629422188","0.03489278629422188","497024","497024","497024","0.033644646406173706","0.033644646406173706","0.033644646406173706","497024","497024","497024","0.03344203159213066","0.03344203159213066","0.03344203159213066","497067","497067","497067","0.038166344165802","0.038166344165802","0.038166344165802","497134","497134","497134","0.039233822375535965","0.039233822375535965","0.039233822375535965","497266","497266","497266","0.04299747198820114","0.04299747198820114","0.04299747198820114"
"249599","499394","499394","499394","0.032672420144081116","0.032672420144081116","0.032672420144081116","499394","499394","499394","0.03372492268681526","0.03372492268681526","0.03372492268681526","499394","499394","499394","0.03334513679146767","0.03334513679146767","0.03334513679146767","","","","","","","499394","499394","499394","0.031781457364559174","0.031781457364559174","0.031781457364559174","499394","499394","499394","0.03409802168607712","0.03409802168607712","0.03409802168607712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251999","","","","","","","","","","","","","","","","","","","504227","504227","504227","0.033806152641773224","0.033806152641773224","0.033806152641773224","","","","","","","","","","","","","","","","","","","504227","504227","504227","0.033122703433036804","0.033122703433036804","0.033122703433036804","","","","","","","504231","504231","504231","0.03636494651436806","0.03636494651436806","0.03636494651436806","504227","504227","504227","0.035230666399002075","0.035230666399002075","0.035230666399002075","504227","504227","504227","0.03409610316157341","0.03409610316157341","0.03409610316157341","504227","504227","504227","0.03351700305938721","0.03351700305938721","0.03351700305938721","504271","504271","504271","0.038576629012823105","0.038576629012823105","0.038576629012823105","504338","504338","504338","0.04094206541776657","0.04094206541776657","0.04094206541776657","504473","504473","504473","0.04464549198746681","0.04464549198746681","0.04464549198746681"
"255599","","","","","","","","","","","","","","","","","","","511430","511430","511430","0.03386589512228966","0.03386589512228966","0.03386589512228966","","","","","","","","","","","","","","","","","","","511430","511430","511430","0.03218527510762215","0.03218527510762215","0.03218527510762215","","","","","","","511434","511434","511434","0.03744097054004669","0.03744097054004669","0.03744097054004669","511430","511430","511430","0.032822851091623306","0.032822851091623306","0.032822851091623306","511430","511430","511430","0.03210904821753502","0.03210904821753502","0.03210904821753502","511430","511430","511430","0.03362446650862694","0.03362446650862694","0.03362446650862694","511475","511475","511475","0.03799419105052948","0.03799419105052948","0.03799419105052948","511543","511543","511543","0.041120853275060654","0.041120853275060654","0.041120853275060654","511679","511679","511679","0.04245201125741005","0.04245201125741005","0.04245201125741005"
"255999","512199","512199","512199","0.03302742913365364","0.03302742913365364","0.03302742913365364","512199","512199","512199","0.03311585262417793","0.03311585262417793","0.03311585262417793","512199","512199","512199","0.03267502412199974","0.03267502412199974","0.03267502412199974","","","","","","","512199","512199","512199","0.03292069211602211","0.03292069211602211","0.03292069211602211","512199","512199","512199","0.03323286771774292","0.03323286771774292","0.03323286771774292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259199","","","","","","","","","","","","","","","","","","","518633","518633","518633","0.03353067860007286","0.03353067860007286","0.03353067860007286","","","","","","","","","","","","","","","","","","","518633","518633","518633","0.032579775899648666","0.032579775899648666","0.032579775899648666","","","","","","","518637","518637","518637","0.04021921008825302","0.04021921008825302","0.04021921008825302","518633","518633","518633","0.03498297929763794","0.03498297929763794","0.03498297929763794","518633","518633","518633","0.03352681174874306","0.03352681174874306","0.03352681174874306","518633","518633","518633","0.03369034454226494","0.03369034454226494","0.03369034454226494","518679","518679","518679","0.038982510566711426","0.038982510566711426","0.038982510566711426","518748","518748","518748","0.04066584259271622","0.04066584259271622","0.04066584259271622","518886","518886","518886","0.04395046830177307","0.04395046830177307","0.04395046830177307"
"262399","525004","525004","525004","0.031555626541376114","0.031555626541376114","0.031555626541376114","525004","525004","525004","0.03288203105330467","0.03288203105330467","0.03288203105330467","525004","525004","525004","0.03347292169928551","0.03347292169928551","0.03347292169928551","","","","","","","525004","525004","525004","0.03504735976457596","0.03504735976457596","0.03504735976457596","525004","525004","525004","0.034033987671136856","0.034033987671136856","0.034033987671136856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262799","","","","","","","","","","","","","","","","","","","525837","525837","525837","0.03328326717019081","0.03328326717019081","0.03328326717019081","","","","","","","","","","","","","","","","","","","525837","525837","525837","0.03469989448785782","0.03469989448785782","0.03469989448785782","","","","","","","525841","525841","525841","0.03615257889032364","0.03615257889032364","0.03615257889032364","525837","525837","525837","0.033580232411623","0.033580232411623","0.033580232411623","525837","525837","525837","0.034085195511579514","0.034085195511579514","0.034085195511579514","525837","525837","525837","0.03242079168558121","0.03242079168558121","0.03242079168558121","525883","525883","525883","0.03831633925437927","0.03831633925437927","0.03831633925437927","525953","525953","525953","0.042724594473838806","0.042724594473838806","0.042724594473838806","526093","526093","526093","0.046463657170534134","0.046463657170534134","0.046463657170534134"
"266399","","","","","","","","","","","","","","","","","","","533040","533040","533040","0.03612503781914711","0.03612503781914711","0.03612503781914711","","","","","","","","","","","","","","","","","","","533040","533040","533040","0.034479398280382156","0.034479398280382156","0.034479398280382156","","","","","","","533044","533044","533044","0.036879632622003555","0.036879632622003555","0.036879632622003555","533040","533040","533040","0.03344634175300598","0.03344634175300598","0.03344634175300598","533040","533040","533040","0.03342163562774658","0.03342163562774658","0.03342163562774658","533040","533040","533040","0.033451031893491745","0.033451031893491745","0.033451031893491745","533087","533087","533087","0.0377235971391201","0.0377235971391201","0.0377235971391201","533158","533158","533158","0.03947470709681511","0.03947470709681511","0.03947470709681511","533300","533300","533300","0.04436460882425308","0.04436460882425308","0.04436460882425308"
"268799","537809","537809","537809","0.034175507724285126","0.034175507724285126","0.034175507724285126","537809","537809","537809","0.032539378851652145","0.032539378851652145","0.032539378851652145","537809","537809","537809","0.032842040061950684","0.032842040061950684","0.032842040061950684","","","","","","","537809","537809","537809","0.03330560401082039","0.03330560401082039","0.03330560401082039","537809","537809","537809","0.03267410770058632","0.03267410770058632","0.03267410770058632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269999","","","","","","","","","","","","","","","","","","","540243","540243","540243","0.03346296027302742","0.03346296027302742","0.03346296027302742","","","","","","","","","","","","","","","","","","","540243","540243","540243","0.03209741413593292","0.03209741413593292","0.03209741413593292","","","","","","","540247","540247","540247","0.03688212111592293","0.03688212111592293","0.03688212111592293","540243","540243","540243","0.03344425931572914","0.03344425931572914","0.03344425931572914","540243","540243","540243","0.03354991599917412","0.03354991599917412","0.03354991599917412","540243","540243","540243","0.034394580870866776","0.034394580870866776","0.034394580870866776","540290","540290","540290","0.039533112198114395","0.039533112198114395","0.039533112198114395","540363","540363","540363","0.04087667912244797","0.04087667912244797","0.04087667912244797","540506","540506","540506","0.042891137301921844","0.042891137301921844","0.042891137301921844"
"273599","","","","","","","","","","","","","","","","","","","547446","547446","547446","0.0336785614490509","0.0336785614490509","0.0336785614490509","","","","","","","","","","","","","","","","","","","547446","547446","547446","0.032948464155197144","0.032948464155197144","0.032948464155197144","","","","","","","547451","547451","547451","0.03797605261206627","0.03797605261206627","0.03797605261206627","547446","547446","547446","0.03313199430704117","0.03313199430704117","0.03313199430704117","547446","547446","547446","0.03420693054795265","0.03420693054795265","0.03420693054795265","547446","547446","547446","0.033916570246219635","0.033916570246219635","0.033916570246219635","547494","547494","547494","0.039275772869586945","0.039275772869586945","0.039275772869586945","547567","547567","547567","0.04099008068442345","0.04099008068442345","0.04099008068442345","547713","547713","547713","0.04338220879435539","0.04338220879435539","0.04338220879435539"
"275199","550614","550614","550614","0.03199957311153412","0.03199957311153412","0.03199957311153412","550614","550614","550614","0.03255940228700638","0.03255940228700638","0.03255940228700638","550614","550614","550614","0.033857718110084534","0.033857718110084534","0.033857718110084534","","","","","","","550614","550614","550614","0.03361953794956207","0.03361953794956207","0.03361953794956207","550614","550614","550614","0.03326176106929779","0.03326176106929779","0.03326176106929779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277199","","","","","","","","","","","","","","","","","","","554650","554650","554650","0.034219637513160706","0.034219637513160706","0.034219637513160706","","","","","","","","","","","","","","","","","","","554650","554650","554650","0.03501084819436073","0.03501084819436073","0.03501084819436073","","","","","","","554654","554654","554654","0.03760572522878647","0.03760572522878647","0.03760572522878647","554650","554650","554650","0.033417172729969025","0.033417172729969025","0.033417172729969025","554650","554650","554650","0.03304625675082207","0.03304625675082207","0.03304625675082207","554650","554650","554650","0.03323240950703621","0.03323240950703621","0.03323240950703621","554698","554698","554698","0.03780865669250488","0.03780865669250488","0.03780865669250488","554772","554772","554772","0.04264752194285393","0.04264752194285393","0.04264752194285393","554920","554920","554920","0.0426151268184185","0.0426151268184185","0.0426151268184185"
"280799","","","","","","","","","","","","","","","","","","","561853","561853","561853","0.03525812551379204","0.03525812551379204","0.03525812551379204","","","","","","","","","","","","","","","","","","","561853","561853","561853","0.03233667463064194","0.03233667463064194","0.03233667463064194","","","","","","","561857","561857","561857","0.03750951215624809","0.03750951215624809","0.03750951215624809","561853","561853","561853","0.03335215523838997","0.03335215523838997","0.03335215523838997","561853","561853","561853","0.03348309174180031","0.03348309174180031","0.03348309174180031","561853","561853","561853","0.03327915817499161","0.03327915817499161","0.03327915817499161","561902","561902","561902","0.03949548676609993","0.03949548676609993","0.03949548676609993","561977","561977","561977","0.039362818002700806","0.039362818002700806","0.039362818002700806","562127","562127","562127","0.04382026195526123","0.04382026195526123","0.04382026195526123"
"281599","563419","563419","563419","0.03194566071033478","0.03194566071033478","0.03194566071033478","563419","563419","563419","0.033797167241573334","0.033797167241573334","0.033797167241573334","563419","563419","563419","0.03229580819606781","0.03229580819606781","0.03229580819606781","","","","","","","563419","563419","563419","0.032388199120759964","0.032388199120759964","0.032388199120759964","563419","563419","563419","0.03228393942117691","0.03228393942117691","0.03228393942117691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"284399","","","","","","","","","","","","","","","","","","","569056","569056","569056","0.03367136791348457","0.03367136791348457","0.03367136791348457","","","","","","","","","","","","","","","","","","","569056","569056","569056","0.034313078969717026","0.034313078969717026","0.034313078969717026","","","","","","","569061","569061","569061","0.038769908249378204","0.038769908249378204","0.038769908249378204","569056","569056","569056","0.033567678183317184","0.033567678183317184","0.033567678183317184","569056","569056","569056","0.03426672890782356","0.03426672890782356","0.03426672890782356","569056","569056","569056","0.03250274434685707","0.03250274434685707","0.03250274434685707","569106","569106","569106","0.03811034932732582","0.03811034932732582","0.03811034932732582","569182","569182","569182","0.038988299667835236","0.038988299667835236","0.038988299667835236","569334","569334","569334","0.04362145811319351","0.04362145811319351","0.04362145811319351"
"287999","576224","576224","576224","0.03282761201262474","0.03282761201262474","0.03282761201262474","576224","576224","576224","0.03370596468448639","0.03370596468448639","0.03370596468448639","576224","576224","576224","0.03329261764883995","0.03329261764883995","0.03329261764883995","576259","576259","576259","0.03313766047358513","0.03313766047358513","0.03313766047358513","576224","576224","576224","0.0323302187025547","0.0323302187025547","0.0323302187025547","576224","576224","576224","0.0328562930226326","0.0328562930226326","0.0328562930226326","","","","","","","576259","576259","576259","0.03299761936068535","0.03299761936068535","0.03299761936068535","","","","","","","576264","576264","576264","0.038223568350076675","0.038223568350076675","0.038223568350076675","576259","576259","576259","0.0343640111386776","0.0343640111386776","0.0343640111386776","576259","576259","576259","0.033115264028310776","0.033115264028310776","0.033115264028310776","576259","576259","576259","0.03217397257685661","0.03217397257685661","0.03217397257685661","576310","576310","576310","0.037512123584747314","0.037512123584747314","0.037512123584747314","576387","576387","576387","0.03944773226976395","0.03944773226976395","0.03944773226976395","576540","576540","576540","0.04510635882616043","0.04510635882616043","0.04510635882616043"
"291599","","","","","","","","","","","","","","","","","","","583463","583463","583463","0.033907584846019745","0.033907584846019745","0.033907584846019745","","","","","","","","","","","","","","","","","","","583463","583463","583463","0.03429027646780014","0.03429027646780014","0.03429027646780014","","","","","","","583467","583467","583467","0.03693031147122383","0.03693031147122383","0.03693031147122383","583463","583463","583463","0.0328105203807354","0.0328105203807354","0.0328105203807354","583463","583463","583463","0.03402424976229668","0.03402424976229668","0.03402424976229668","583463","583463","583463","0.031442075967788696","0.031442075967788696","0.031442075967788696","583514","583514","583514","0.03834554925560951","0.03834554925560951","0.03834554925560951","583592","583592","583592","0.04047504812479019","0.04047504812479019","0.04047504812479019","583747","583747","583747","0.043712031096220016","0.043712031096220016","0.043712031096220016"
"294399","589029","589029","589029","0.031572166830301285","0.031572166830301285","0.031572166830301285","589029","589029","589029","0.034426722675561905","0.034426722675561905","0.034426722675561905","589029","589029","589029","0.03365716710686684","0.03365716710686684","0.03365716710686684","","","","","","","589029","589029","589029","0.032972678542137146","0.032972678542137146","0.032972678542137146","589029","589029","589029","0.03317708894610405","0.03317708894610405","0.03317708894610405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295199","","","","","","","","","","","","","","","","","","","590666","590666","590666","0.03482617065310478","0.03482617065310478","0.03482617065310478","","","","","","","","","","","","","","","","","","","590666","590666","590666","0.032747428864240646","0.032747428864240646","0.032747428864240646","","","","","","","590670","590670","590670","0.038329556584358215","0.038329556584358215","0.038329556584358215","590666","590666","590666","0.033015355467796326","0.033015355467796326","0.033015355467796326","590666","590666","590666","0.03317807987332344","0.03317807987332344","0.03317807987332344","590666","590666","590666","0.03294201195240021","0.03294201195240021","0.03294201195240021","590718","590718","590718","0.0372377447783947","0.0372377447783947","0.0372377447783947","590797","590797","590797","0.03998761996626854","0.03998761996626854","0.03998761996626854","590954","590954","590954","0.04325294867157936","0.04325294867157936","0.04325294867157936"
"298799","","","","","","","","","","","","","","","","","","","597869","597869","597869","0.03396705538034439","0.03396705538034439","0.03396705538034439","","","","","","","","","","","","","","","","","","","597869","597869","597869","0.0330452062189579","0.0330452062189579","0.0330452062189579","","","","","","","597874","597874","597874","0.03583333268761635","0.03583333268761635","0.03583333268761635","597869","597869","597869","0.03253782168030739","0.03253782168030739","0.03253782168030739","597869","597869","597869","0.03226642683148384","0.03226642683148384","0.03226642683148384","597869","597869","597869","0.03410790115594864","0.03410790115594864","0.03410790115594864","597922","597922","597922","0.036927226930856705","0.036927226930856705","0.036927226930856705","598001","598001","598001","0.03987390920519829","0.03987390920519829","0.03987390920519829","598161","598161","598161","0.04244883731007576","0.04244883731007576","0.04244883731007576"
"300799","601834","601834","601834","0.03463372960686684","0.03463372960686684","0.03463372960686684","601834","601834","601834","0.03278803080320358","0.03278803080320358","0.03278803080320358","601834","601834","601834","0.031810250133275986","0.031810250133275986","0.031810250133275986","","","","","","","601834","601834","601834","0.033974602818489075","0.033974602818489075","0.033974602818489075","601834","601834","601834","0.03375899791717529","0.03375899791717529","0.03375899791717529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302399","","","","","","","","","","","","","","","","","","","605072","605072","605072","0.039132341742515564","0.039132341742515564","0.039132341742515564","","","","","","","","","","","","","","","","","","","605072","605072","605072","0.03272949159145355","0.03272949159145355","0.03272949159145355","","","","","","","605077","605077","605077","0.036660805344581604","0.036660805344581604","0.036660805344581604","605072","605072","605072","0.03514530509710312","0.03514530509710312","0.03514530509710312","605072","605072","605072","0.03360719606280327","0.03360719606280327","0.03360719606280327","605072","605072","605072","0.03163279592990875","0.03163279592990875","0.03163279592990875","605125","605125","605125","0.03798503056168556","0.03798503056168556","0.03798503056168556","605206","605206","605206","0.038945671170949936","0.038945671170949936","0.038945671170949936","605367","605367","605367","0.04207410663366318","0.04207410663366318","0.04207410663366318"
"305999","","","","","","","","","","","","","","","","","","","612276","612276","612276","0.03534713760018349","0.03534713760018349","0.03534713760018349","","","","","","","","","","","","","","","","","","","612276","612276","612276","0.03329950571060181","0.03329950571060181","0.03329950571060181","","","","","","","612280","612280","612280","0.037055790424346924","0.037055790424346924","0.037055790424346924","612276","612276","612276","0.033079419285058975","0.033079419285058975","0.033079419285058975","612276","612276","612276","0.03361199423670769","0.03361199423670769","0.03361199423670769","612276","612276","612276","0.03203359246253967","0.03203359246253967","0.03203359246253967","612329","612329","612329","0.037754401564598083","0.037754401564598083","0.037754401564598083","612411","612411","612411","0.039779383689165115","0.039779383689165115","0.039779383689165115","612574","612574","612574","0.04330873116850853","0.04330873116850853","0.04330873116850853"
"307199","614639","614639","614639","0.03231840580701828","0.03231840580701828","0.03231840580701828","614639","614639","614639","0.031502678990364075","0.031502678990364075","0.031502678990364075","614639","614639","614639","0.032221272587776184","0.032221272587776184","0.032221272587776184","","","","","","","614639","614639","614639","0.031706806272268295","0.031706806272268295","0.031706806272268295","614639","614639","614639","0.03249148651957512","0.03249148651957512","0.03249148651957512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309599","","","","","","","","","","","","","","","","","","","619479","619479","619479","0.03414013609290123","0.03414013609290123","0.03414013609290123","","","","","","","","","","","","","","","","","","","619479","619479","619479","0.032847579568624496","0.032847579568624496","0.032847579568624496","","","","","","","619484","619484","619484","0.03688329830765724","0.03688329830765724","0.03688329830765724","619479","619479","619479","0.03342321142554283","0.03342321142554283","0.03342321142554283","619479","619479","619479","0.03358212858438492","0.03358212858438492","0.03358212858438492","619479","619479","619479","0.032644450664520264","0.032644450664520264","0.032644450664520264","619533","619533","619533","0.03838524594902992","0.03838524594902992","0.03838524594902992","619616","619616","619616","0.038952093571424484","0.038952093571424484","0.038952093571424484","619781","619781","619781","0.043148260563611984","0.043148260563611984","0.043148260563611984"
"313199","","","","","","","","","","","","","","","","","","","626682","626682","626682","0.03405138477683067","0.03405138477683067","0.03405138477683067","","","","","","","","","","","","","","","","","","","626682","626682","626682","0.032178815454244614","0.032178815454244614","0.032178815454244614","","","","","","","626687","626687","626687","0.038193266838788986","0.038193266838788986","0.038193266838788986","626682","626682","626682","0.03213067352771759","0.03213067352771759","0.03213067352771759","626682","626682","626682","0.034851353615522385","0.034851353615522385","0.034851353615522385","626682","626682","626682","0.03186531737446785","0.03186531737446785","0.03186531737446785","626737","626737","626737","0.037205129861831665","0.037205129861831665","0.037205129861831665","626821","626821","626821","0.039383262395858765","0.039383262395858765","0.039383262395858765","626988","626988","626988","0.04416048154234886","0.04416048154234886","0.04416048154234886"
"313599","627444","627444","627444","0.03222424536943436","0.03222424536943436","0.03222424536943436","627444","627444","627444","0.03241614252328873","0.03241614252328873","0.03241614252328873","627444","627444","627444","0.03284505009651184","0.03284505009651184","0.03284505009651184","","","","","","","627444","627444","627444","0.03288494050502777","0.03288494050502777","0.03288494050502777","627444","627444","627444","0.03403344377875328","0.03403344377875328","0.03403344377875328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316799","","","","","","","","","","","","","","","","","","","633885","633885","633885","0.03340959548950195","0.03340959548950195","0.03340959548950195","","","","","","","","","","","","","","","","","","","633885","633885","633885","0.03363547474145889","0.03363547474145889","0.03363547474145889","","","","","","","633890","633890","633890","0.036285560578107834","0.036285560578107834","0.036285560578107834","633885","633885","633885","0.034676846116781235","0.034676846116781235","0.034676846116781235","633885","633885","633885","0.03361457958817482","0.03361457958817482","0.03361457958817482","633885","633885","633885","0.03237824887037277","0.03237824887037277","0.03237824887037277","633941","633941","633941","0.03972269594669342","0.03972269594669342","0.03972269594669342","634026","634026","634026","0.04069243744015694","0.04069243744015694","0.04069243744015694","634194","634194","634194","0.04178093746304512","0.04178093746304512","0.04178093746304512"
"319999","640249","640249","640249","0.03224078193306923","0.03224078193306923","0.03224078193306923","640249","640249","640249","0.032238807529211044","0.032238807529211044","0.032238807529211044","640249","640249","640249","0.03405570238828659","0.03405570238828659","0.03405570238828659","","","","","","","640249","640249","640249","0.03208453953266144","0.03208453953266144","0.03208453953266144","640249","640249","640249","0.03197244182229042","0.03197244182229042","0.03197244182229042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320399","","","","","","","","","","","","","","","","","","","641089","641089","641089","0.03276129066944122","0.03276129066944122","0.03276129066944122","","","","","","","","","","","","","","","","","","","641089","641089","641089","0.03262560814619064","0.03262560814619064","0.03262560814619064","","","","","","","641094","641094","641094","0.037528470158576965","0.037528470158576965","0.037528470158576965","641089","641089","641089","0.033214353024959564","0.033214353024959564","0.033214353024959564","641089","641089","641089","0.033028800040483475","0.033028800040483475","0.033028800040483475","641089","641089","641089","0.03181781992316246","0.03181781992316246","0.03181781992316246","641145","641145","641145","0.03799283131957054","0.03799283131957054","0.03799283131957054","641230","641230","641230","0.03898679465055466","0.03898679465055466","0.03898679465055466","641401","641401","641401","0.042950328439474106","0.042950328439474106","0.042950328439474106"
