sample_idx,natoms,energy_error,forces_error,hessian_error,hessian_mre,asymmetry_error,true_asymmetry_error,eigval_mae,eigval1_mae,eigval2_mae,eigvec1_mae,eigvec2_mae,eigvec1_cos,eigvec2_cos,time,memory,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_mae_eckart,eigvec2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart
785,15,9300.302734375,0.0252967681735754,0.0356232523918151,2.17749571800232,0.0,2.529546691221185e-05,0.0877574905753135,0.1176521182060241,0.0707974135875701,0.0890054106712341,0.109705664217472,0.5272210836410522,0.52955561876297,54.646785736083984,584.695808,3,0,0,0,1,3,0,0,0,1,1,0.015,0.021,0.0318,0.1858,0.0071,0.9988,0.998
786,19,8459.0234375,0.0460586212575435,0.0378703996539115,3.162686347961426,0.0,2.1440389900817536e-05,0.0925758630037307,0.0359132289886474,0.1123169958591461,0.0111982403323054,0.1218584105372428,0.9912393093109132,0.4506463408470154,50.00294494628906,649.729024,4,0,0,0,1,4,0,0,0,1,1,0.0499,0.0304,0.008,0.0088,0.0234,0.9965,0.9785
787,20,11874.3828125,0.0410874374210834,0.0526952110230922,1.3789838552474976,0.0,2.0357205357868224e-05,0.1134039685130119,0.0336390137672424,0.1259490102529525,0.1832991391420364,0.1590407788753509,0.8904621601104736,0.1213607341051101,46.335968017578125,668.906496,2,0,0,1,0,2,0,0,1,0,1,0.026,0.0252,0.0208,0.024,0.0253,0.962,0.9694
788,21,11541.234375,0.0739166513085365,0.0479781776666641,2.7078585624694824,0.0,1.9127895939163864e-05,0.1881507337093353,0.679535984992981,0.1170731484889984,0.0987075492739677,0.1178277656435966,0.2277258783578872,0.3435853719711303,43.8026237487793,685.387264,3,0,0,0,1,3,0,0,0,1,1,0.0635,0.0652,0.0879,0.1505,0.1338,0.39,0.1369
789,23,10563.2353515625,0.1005887761712074,0.1164122372865676,16.886756896972656,0.0,1.2413215699780268e-05,0.5320029258728027,6.520927429199219,4.793739795684815,0.0092406393960118,0.1004276275634765,0.9946461915969848,0.3118379116058349,46.855167388916016,721.513472,7,0,0,0,1,7,0,0,0,1,1,0.0788,0.6105,0.2176,0.0114,0.0764,0.9924,0.622
790,21,13458.474609375,0.0219487063586711,0.0281492806971073,4.066044330596924,0.0,1.181850257125916e-05,0.0818801671266555,0.1276381611824035,0.02034293115139,0.0259284600615501,0.1276036649942398,0.96636700630188,0.2379763722419738,58.07392120361328,686.296576,5,0,0,0,1,5,0,0,0,1,1,0.0241,0.026,0.0139,0.028,0.1815,0.951,0.8491
791,16,8297.9921875,0.0083526670932769,0.0147766023874282,1.5375521183013916,0.0,2.434665475448128e-05,0.0366090051829814,0.0014589130878448,0.0046629905700683,0.0379487462341785,0.1722521185874939,0.945598006248474,0.8133020401000977,47.252479553222656,601.727488,3,0,0,0,1,4,0,0,0,1,0,0.0141,0.0002,0.0034,0.1599,0.0392,0.9946,0.9487
792,20,8825.802734375,0.0180353168398141,0.027538726106286,1.9221341609954836,0.0,1.621647061256226e-05,0.061250016093254,0.1638112068176269,0.0349687337875366,0.009282604791224,0.0596870146691799,0.9945638179779052,0.8484540581703186,42.92633438110352,667.939328,4,0,0,0,1,4,0,0,0,1,1,0.0278,0.0047,0.007,0.1666,0.1837,0.9883,0.9837
793,20,13999.9482421875,0.0302039943635463,0.0323875285685062,1.2159717082977295,0.0,1.6499858247698285e-05,0.0938046127557754,0.0173845887184143,0.0287091434001922,0.0232917536050081,0.012603510171175,0.974985122680664,0.9864174127578736,43.46259307861328,669.283328,4,0,0,0,1,4,0,0,0,1,1,0.027,0.0083,0.0041,0.006,0.182,0.9976,0.9889
794,17,7415.3369140625,0.0386157780885696,0.0650064572691917,1.4851888418197632,0.0,2.634518386912532e-05,0.2046180516481399,1.522935152053833,0.1238943636417388,0.1659872084856033,0.1659418791532516,0.9625546336174012,0.7931169271469116,40.17766571044922,617.966592,4,0,0,0,1,4,0,0,0,1,1,0.0382,0.2026,0.0349,0.0415,0.0944,0.9231,0.609
795,16,9874.1279296875,0.036742802709341,0.0385631509125232,0.9010279774665833,0.0,4.6017972636036575e-05,0.0851755887269973,0.0255441069602966,0.1015064120292663,0.0231809969991445,0.0378154590725898,0.9825574159622192,0.9250942468643188,40.17939376831055,600.060928,4,0,0,0,1,4,0,0,0,1,1,0.0384,0.0102,0.0049,0.0102,0.0198,0.9967,0.9843
796,21,10426.4892578125,0.068004086613655,0.0903147980570793,7.100500106811523,0.0,9.884841347229669e-06,0.2879869639873504,4.460446357727051,0.8402714729309082,0.1524937450885772,0.137094110250473,0.9899194240570068,0.1196374893188476,43.009857177734375,683.963392,4,0,0,0,1,5,0,0,0,1,0,0.0447,0.4924,0.0035,0.0159,0.1521,0.9874,0.8
797,21,11439.1298828125,0.0044615496881306,0.0175319612026214,32.359073638916016,0.0,7.420986094075488e-06,0.1227713748812675,0.5516142249107361,0.0400536954402923,0.0938167050480842,0.1263531893491745,0.1750732958316803,0.1290641129016876,44.53081512451172,686.197248,4,0,0,0,1,3,0,0,0,1,0,0.0228,0.003,0.0296,0.1161,0.1652,0.9977,0.3761
798,13,9266.9912109375,0.04456103220582,0.0714005753397941,3.643378973007202,0.0,4.829645695281215e-05,0.180994912981987,0.1395944952964782,0.1259143650531768,0.0799347385764122,0.1727614104747772,0.8143227100372314,0.1542914807796478,38.5239372253418,551.49312,2,0,0,1,0,2,0,0,1,0,1,0.0273,0.0386,0.0181,0.2266,0.2307,0.5687,0.5675
799,19,8356.6123046875,0.0051044537685811,0.0111139826476573,1.2425004243850708,0.0,1.3732947081734892e-05,0.0310530960559844,0.0189921855926513,0.0341987162828445,0.0129394382238388,0.1309818178415298,0.9931674003601074,0.2120803147554397,44.32307052612305,649.160704,3,0,0,0,1,3,0,0,0,1,1,0.0151,0.022,0.004,0.0034,0.0317,0.9996,0.9035
800,20,11204.5498046875,0.030035126954317,0.0382837019860744,3.663742065429688,0.0,1.5246653674694244e-05,0.1258255094289779,0.4891135692596435,0.0269470810890197,0.1833590865135193,0.1204872205853462,0.9825487732887268,0.9896937608718872,42.15804672241211,668.905984,3,0,0,0,1,3,0,0,0,1,1,0.0227,0.0271,0.0501,0.1265,0.1881,0.9769,0.9663
801,20,12525.5849609375,0.0272091515362262,0.0321566127240657,17.65091896057129,0.0,8.175083166861441e-06,0.1594657003879547,0.2027512788772583,0.2321090102195739,0.0421653799712657,0.0957959070801734,0.9145063161849976,0.4543603658676147,43.01804733276367,669.262336,6,0,0,0,1,6,0,0,0,1,1,0.0783,0.0013,0.0158,0.098,0.1128,0.3736,0.3585
802,22,13021.6806640625,0.049337700009346,0.0481379888951778,18.950098037719727,0.0,1.8410730262985453e-05,0.2516856491565704,1.117204666137695,1.086391806602478,0.0023210132494568,0.1246506422758102,0.999492645263672,0.0428748652338981,46.57952117919922,702.654976,5,0,0,0,1,6,0,0,0,1,0,0.0825,0.1689,0.1387,0.0032,0.0803,0.9993,0.4275
803,14,6792.36328125,0.0031831534579396,0.0072511634789407,0.3680034875869751,0.0,1.3926064639235848e-05,0.0205637384206056,0.0209643244743347,0.005004808306694,0.007287782151252,0.0090376269072294,0.9984506368637084,0.997699737548828,53.60457611083984,567.550976,2,0,0,1,0,2,0,0,1,0,1,0.0054,0.0114,0.0042,0.0029,0.1713,0.9998,0.9999
804,11,8310.6416015625,0.0169144943356513,0.0339225158095359,0.426688939332962,0.0,3.387344622751698e-05,0.1127623692154884,0.0721306204795837,0.0848854184150695,0.0855313092470169,0.2690214216709137,0.7758102416992188,0.6825786828994751,47.40591812133789,513.496064,2,0,0,1,0,2,0,0,1,0,1,0.0339,0.0125,0.0102,0.0079,0.0089,0.9985,0.998
805,15,8289.22265625,0.0463500395417213,0.0984532088041305,1.777153253555298,0.0,4.301975786802359e-05,0.3288932740688324,0.7256779670715332,0.7454683184623718,0.2188638597726822,0.0607086941599845,0.8692436218261719,0.8567581176757812,41.44771194458008,580.663808,4,0,0,0,1,4,0,0,0,1,1,0.0553,0.1091,0.063,0.0938,0.1457,0.4838,0.4551
806,19,9932.640625,0.0136722708120942,0.0177235398441553,1.8719717264175413,0.0,1.4203164028003812e-05,0.0473939664661884,0.0848713442683219,0.0664681270718574,0.0985030159354209,0.1531444638967514,0.6217080950737,0.1319693922996521,42.6064338684082,649.529344,2,0,0,1,0,2,0,0,1,0,1,0.0165,0.0004,0.0127,0.1504,0.2053,0.9812,0.9742
807,18,8226.4267578125,0.0268415752798318,0.0352710448205471,2.7737960815429688,0.0,1.150496336776996e-05,0.1098487675189971,0.0334949493408203,0.0466412305831909,0.1934086829423904,0.0119581930339336,0.9961623549461364,0.9942829012870787,43.44627380371094,636.1344,3,0,0,0,1,4,0,0,0,1,0,0.0515,0.0465,0.0135,0.1792,0.2064,0.9976,0.9972
808,25,10033.0966796875,0.005321504548192,0.0100550996139645,4.707052230834961,0.0,7.583403203170746e-06,0.055319108068943,0.1334008872509002,0.1660104691982269,0.1014464870095253,0.1297706216573715,0.2444847673177719,0.3832350373268127,47.36441421508789,752.85504,7,0,0,0,1,8,0,0,0,1,0,0.0276,0.0011,0.0329,0.111,0.1018,0.3918,0.3976
809,23,14058.419921875,0.0229151938110589,0.0448858477175235,11.521868705749512,0.0,2.1900319552514705e-05,0.1872614026069641,0.5307407379150391,0.392414927482605,0.0029042623937129,0.0541997589170932,0.9995308518409728,0.828860878944397,60.081153869628906,722.678784,4,0,0,0,1,5,0,0,0,1,0,0.0502,0.4867,0.0292,0.0987,0.0121,0.9997,0.9904
810,13,8256.21875,0.1170190647244453,0.1368099004030227,0.7175574898719788,0.0,7.933525193948299e-05,0.2301394939422607,0.3136839866638183,0.2525878250598907,0.0259848926216363,0.0944772064685821,0.973914384841919,0.7402077913284302,52.73507308959961,552.591872,3,0,0,0,1,3,0,0,0,1,1,0.0514,0.0247,0.0653,0.0343,0.2398,0.9538,0.7737
811,12,8128.25732421875,0.06076106056571,0.1125154495239257,0.7454119920730591,0.0,4.881819768343121e-05,0.2901154160499573,1.3406109809875488,0.145999327301979,0.0287222098559141,0.2295266836881637,0.9760204553604126,0.8147453665733337,47.73683166503906,530.9952,2,0,0,1,0,3,0,0,0,1,0,0.0442,0.0964,0.001,0.0313,0.1901,0.9728,0.0411
812,12,10714.76953125,0.2015111446380615,0.1808832734823227,1.4806264638900757,0.0,0.0001602080883458,0.314158022403717,0.4589766263961792,0.09732586145401,0.040636945515871,0.189579039812088,0.954466700553894,0.0583817437291145,35.66080093383789,530.783232,2,0,0,1,0,1,1,0,0,0,0,0.0627,0.0334,0.064,0.2452,0.2291,0.8798,0.8067
813,23,11368.4521484375,0.0081079984083771,0.0687059611082077,89.07979583740234,0.0,9.658190720074344e-06,0.4983577132225036,4.777334213256836,1.0930348634719849,0.1302698105573654,0.1326999068260193,0.0738308355212211,0.0049594417214393,44.87033462524414,718.17728,5,0,0,0,1,4,0,0,0,1,0,0.0584,0.1157,0.1332,0.1226,0.1315,0.0417,0.0236
814,27,11640.6767578125,0.0131434760987758,0.0637053921818733,148.4298095703125,0.0,6.29113674222026e-06,0.3918595910072326,1.804903030395508,4.263641357421875,0.006546045653522,0.1202644780278205,0.9958561658859252,0.0395592972636222,62.57868957519531,788.809216,6,0,0,0,1,6,0,0,0,1,1,0.0794,0.8757,0.2807,0.0051,0.1149,0.9982,0.1693
815,21,12449.7880859375,0.010540279559791,0.0160229355096817,2.1061995029449463,0.0,3.379053305252455e-05,0.0589137859642505,0.1008771359920501,0.0741351246833801,0.1609034836292266,0.1646712571382522,0.3455225527286529,0.4221656024456024,58.71599960327149,687.944192,2,0,0,1,0,1,1,0,0,0,0,0.0204,0.011,0.0121,0.1917,0.1301,0.9537,0.8743
816,16,8863.494140625,0.0095637496560812,0.018201557919383,1.333576798439026,0.0,2.856570790754631e-05,0.0399655699729919,0.0209004878997802,0.0297238528728485,0.0213168151676654,0.03050397336483,0.9830435514450072,0.966125190258026,47.79840087890625,602.075136,2,0,0,1,0,2,0,0,1,0,1,0.0124,0.0026,0.0056,0.0043,0.0056,0.999,0.9987
817,19,7790.15966796875,0.0109763424843549,0.0278022419661283,15.467317581176758,0.0,1.3314820535015317e-05,0.1420950144529342,0.8636389374732971,0.6013719439506531,0.1367625296115875,0.131556823849678,0.3121357262134552,0.0890031531453132,41.13715362548828,650.002432,5,0,0,0,1,6,0,0,0,1,0,0.0433,0.0211,0.0251,0.0328,0.0682,0.9363,0.7627
818,19,11952.078125,0.1754477471113205,0.1104457750916481,1.413521409034729,0.0,2.7547655918169767e-05,0.2895206212997436,0.2436847686767578,0.4456961750984192,0.0097532579675316,0.0442834161221981,0.99363911151886,0.9217099547386168,42.15705490112305,650.850304,4,0,0,0,1,4,0,0,0,1,1,0.1194,0.5459,0.054,0.0128,0.087,0.9912,0.5333
819,11,7657.3837890625,0.0175980776548385,0.0329843312501907,0.8028790354728699,0.0,3.429520074860193e-05,0.0743000507354736,0.1062774062156677,0.0667086839675903,0.0234264396131038,0.2256901264190673,0.9791803359985352,0.9803290367126464,37.743614196777344,515.071488,2,0,0,1,0,2,0,0,1,0,1,0.014,0.011,0.0027,0.0063,0.0055,0.9989,0.9992
820,12,10818.5224609375,0.0545159578323364,0.1357493698596954,2.2990610599517822,0.0,5.27013762621209e-05,0.2902318835258484,0.2134351730346679,0.3241259455680847,0.0093163503333926,0.2003680318593979,0.9969509840011596,0.0474639348685741,36.53456115722656,530.558464,1,0,1,0,0,1,1,0,0,0,1,0.0558,0.0894,0.0395,0.0087,0.0171,0.9981,0.9911
821,19,8354.4765625,0.1115643754601478,0.1133197396993637,3.3778836727142334,0.0,2.112767288053874e-05,0.383104920387268,4.472175598144531,0.2975268959999084,0.1472017467021942,0.1265905499458313,0.9082775712013244,0.0130528900772333,41.32179260253906,648.91904,5,0,0,0,1,6,0,0,0,1,0,0.0972,0.4509,0.0498,0.1415,0.1173,0.1268,0.131
822,29,12138.1708984375,0.0056108431890606,0.0503715500235557,146.98587036132812,0.0,4.534949312073877e-06,0.4883751273155212,5.321817874908447,1.4246662855148315,0.1018334180116653,0.1043787896633148,0.0072021232917904,0.0085951089859008,52.622337341308594,822.987776,7,0,0,0,1,7,0,0,0,1,1,0.0712,0.1802,0.1585,0.1061,0.1097,0.0425,0.2002
823,16,8193.638671875,0.0594431161880493,0.0681758150458335,1.2399474382400513,0.0,2.46645649895072e-05,0.1745452880859375,0.2597227990627289,0.1266706138849258,0.1153275370597839,0.1443905234336853,0.5412710905075073,0.0820306167006492,55.14854431152344,604.640768,2,0,0,1,0,3,0,0,0,1,0,0.0468,0.0082,0.0094,0.0068,0.201,0.9983,0.978
824,19,10838.8720703125,0.0508888214826583,0.0447359420359134,1.456348896026611,0.0,9.242099622497337e-06,0.1119827032089233,0.030628889799118,0.0555612742900848,0.0157287567853927,0.0814762115478515,0.9876021146774292,0.7287682294845581,50.61958312988281,650.013696,2,0,0,1,0,2,0,0,1,0,1,0.0246,0.0253,0.0017,0.0057,0.007,0.9983,0.998
825,23,8988.1396484375,0.0214181821793317,0.0277516935020685,2.4505741596221924,0.0,2.597936691017821e-05,0.0867232903838157,0.0633824467658996,0.0489785969257354,0.1701528877019882,0.1019683629274368,0.7610838413238525,0.4777413010597229,45.702144622802734,720.23808,7,0,0,0,1,7,0,0,0,1,1,0.0242,0.0323,0.0341,0.1476,0.0406,0.8954,0.9198
826,14,8368.2705078125,0.0145265348255634,0.021679887548089,3.283623456954956,0.0,6.0698683228110895e-05,0.0481832437217235,0.0314565598964691,0.0327332317829132,0.021584216505289,0.0253791362047195,0.9853498339653016,0.977922797203064,54.02828979492188,567.576576,2,0,0,1,0,2,0,0,1,0,1,0.0136,0.0002,0.0023,0.0021,0.0045,0.9999,0.9994
827,17,9435.8076171875,0.2207885086536407,0.1569631248712539,2.964101552963257,0.0,4.9688089347910136e-05,0.437967985868454,1.3512831926345823,0.6555829644203186,0.1325613856315612,0.1572069823741912,0.9634902477264404,0.1255415827035904,48.45363235473633,616.053248,6,0,0,0,1,6,0,0,0,1,1,0.254,0.6773,0.0555,0.0312,0.1485,0.9609,0.0386
828,19,10942.9775390625,0.0161012914031744,0.0224265027791261,1.3597159385681152,0.0,1.153057201008778e-05,0.0498637706041336,0.2487273216247558,0.0753965675830841,0.0093346731737256,0.0921729281544685,0.9957488179206848,0.6535046100616455,42.173439025878906,650.100736,2,0,0,1,0,3,0,0,0,1,0,0.0124,0.0484,0.0294,0.1822,0.0131,0.9992,0.9922
829,21,11438.5322265625,0.0119879636913537,0.0275008417665958,16.508197784423828,0.0,8.475288268527947e-06,0.1196146160364151,0.8600528240203857,0.2969112992286682,0.122955285012722,0.1511248350143432,0.1675981730222702,0.7359806299209595,44.433406829833984,685.059584,4,0,0,0,1,4,0,0,0,1,1,0.0441,0.1095,0.0529,0.1289,0.1153,0.1135,0.0488
830,13,9266.8564453125,0.0175551176071167,0.0369258224964141,0.8259243369102478,0.0,6.73273898428306e-05,0.075700893998146,0.0028721392154693,0.0896721705794334,0.200058028101921,0.1936027556657791,0.3324714303016662,0.0037077590823173,37.805057525634766,551.750144,1,0,1,0,0,1,1,0,0,0,1,0.0178,0.0339,0.0035,0.0746,0.2288,0.7987,0.7879
831,25,10494.7314453125,0.0059665762819349,0.0626642778515815,78.5630874633789,0.0,6.483604011009447e-06,0.4880782067775726,5.344480037689209,1.5220065116882324,0.1116631105542182,0.1305815726518631,0.0906911045312881,0.0784482508897781,48.149505615234375,751.389696,8,0,0,0,1,9,0,0,0,1,0,0.0651,0.2469,0.095,0.1012,0.1232,0.2848,0.1264
832,13,9267.37890625,0.1394356489181518,0.184895634651184,1.6320284605026243,0.0,9.333954221801832e-05,0.5574236512184143,6.035799026489258,1.707373023033142,0.0122829787433147,0.1033931896090507,0.9917842149734496,0.694236159324646,51.820350646972656,553.074176,2,0,0,1,0,3,0,0,0,1,0,0.0676,0.3153,0.0933,0.0164,0.0454,0.9899,0.9348
833,16,10335.6689453125,0.0331216417253017,0.0478381104767322,1.7004549503326416,0.0,2.4640550691401583e-05,0.1090478301048278,0.2203862369060516,0.0812412351369857,0.1352312564849853,0.1516096591949463,0.3147672712802887,0.253618836402893,49.83705520629883,598.910976,3,0,0,0,1,3,0,0,0,1,1,0.0252,0.0255,0.0266,0.0391,0.01,0.9468,0.9967
834,21,14025.671875,0.0188173092901706,0.0199084598571062,1.7581467628479004,0.0,2.191871863033157e-05,0.072716973721981,0.0100040733814239,0.0489837825298309,0.0236509051173925,0.0438122563064098,0.9630833268165588,0.8972519040107727,45.38252639770508,684.005376,4,0,0,0,1,4,0,0,0,1,1,0.0216,0.0167,0.004,0.0073,0.0328,0.9972,0.9435
835,17,10239.4931640625,0.0594543032348156,0.0678367018699646,1.071651577949524,0.0,2.0726603906950917e-05,0.185666337609291,1.4280478954315186,0.2126797437667846,0.0164911374449729,0.1789620667695999,0.9870787262916564,0.2515151798725128,41.03567886352539,618.975744,3,0,0,0,1,3,0,0,0,1,1,0.0356,0.1696,0.0147,0.014,0.0589,0.9925,0.8603
836,15,11886.34765625,0.0635367706418037,0.0856400057673454,1.784587860107422,0.0,4.107899803784676e-05,0.2463605999946594,1.540703535079956,0.1846959441900253,0.0236614178866148,0.1346414983272552,0.973642349243164,0.3376024961471557,37.50479888916016,582.269952,4,0,0,0,1,3,0,0,0,1,0,0.0541,0.3097,0.0798,0.2198,0.1995,0.9811,0.4098
837,14,11416.6083984375,0.0253596119582653,0.0359403192996978,1.058490753173828,0.0,9.040535223903134e-05,0.0695761516690254,0.1158859729766845,0.1070145070552825,0.0073004495352506,0.0783345624804496,0.9970009922981262,0.6607133746147156,38.87615966796875,564.758528,2,0,0,1,0,2,0,0,1,0,1,0.0095,0.0051,0.0021,0.0068,0.0049,0.9982,0.9991
838,13,8805.294921875,0.0293628983199596,0.0458866916596889,1.9475692510604856,0.0,2.623752698127646e-05,0.0912967324256897,0.312108039855957,0.1273516118526458,0.00361934537068,0.1275703459978103,0.9995692372322084,0.5679762363433838,36.83020782470703,549.039616,2,0,0,1,0,1,1,0,0,0,0,0.0256,0.0735,0.0087,0.0041,0.039,0.9996,0.9579
839,21,10871.6181640625,0.0386735089123249,0.0706832483410835,13.628868103027344,0.0,1.866897036961745e-05,0.3138724565505981,3.4831583499908447,0.8719730973243713,0.1460689455270767,0.1587581187486648,0.0447847880423069,0.2518212497234344,42.41510391235352,683.209728,4,0,0,0,1,5,0,0,0,1,0,0.0882,0.1108,0.0912,0.184,0.1749,0.7521,0.6308
840,11,7658.11865234375,0.0454867407679557,0.0623555928468704,1.3160971403121948,0.0,8.092641655821353e-05,0.1376732885837555,0.0790604352951049,0.0384475588798522,0.0995170474052429,0.2501645386219024,0.7710902094841003,0.7751314640045166,39.22431945800781,516.166656,4,0,0,0,1,4,0,0,0,1,1,0.0419,0.0512,0.0233,0.0472,0.1344,0.9529,0.5784
841,22,10898.771484375,0.0057901400141417,0.0299488138407468,20.792320251464844,0.0,1.063898434949806e-05,0.1815516203641891,1.6703288555145264,0.6354869604110718,0.1197192147374153,0.1358928680419922,0.2370939999818802,0.1174256056547164,43.75551986694336,700.092928,5,0,0,0,1,4,0,0,0,1,0,0.0525,0.1025,0.0587,0.1442,0.1486,0.3938,0.5499
842,13,7794.3642578125,0.0592923909425735,0.1040987148880958,0.519741952419281,0.0,4.120895391679369e-05,0.2984047830104828,5.495277404785156,0.3286793231964111,0.0092284483835101,0.169124037027359,0.997100591659546,0.2115115076303482,53.29391860961914,551.926272,2,0,0,1,0,2,0,0,1,0,1,0.0501,0.587,0.0122,0.2422,0.1808,0.9976,0.9991
843,19,10838.3662109375,0.0496916100382804,0.0461899004876613,1.528566598892212,0.0,1.5903093299129978e-05,0.1566129922866821,0.2590966522693634,0.0639501512050628,0.1421385258436203,0.0661220401525497,0.3187345862388611,0.7875643968582153,50.26918411254883,649.1904,2,0,0,1,0,2,0,0,1,0,1,0.0322,0.0375,0.0038,0.1531,0.1069,0.367,0.4295
844,15,11425.205078125,0.013305795378983,0.025682047009468,59.623756408691406,0.0,3.081021350226365e-05,0.0736073479056358,0.0202938020229339,0.0281810164451599,0.1667304188013076,0.1710931658744812,0.2444273680448532,0.1650713980197906,38.00473785400391,582.898176,4,0,0,0,1,3,0,0,0,1,0,0.0396,0.0178,0.0274,0.0063,0.0544,0.9982,0.8886
845,16,8758.98828125,0.1580220460891723,0.1729370206594467,2.7236599922180176,0.0,6.94271075190045e-05,0.3508264422416687,1.066716194152832,0.1761929094791412,0.0219491254538297,0.1986907571554184,0.9791569709777832,0.3006168603897095,38.12761688232422,599.369728,5,0,0,0,1,3,0,0,0,1,0,0.0672,0.5849,0.0512,0.1267,0.0267,0.9899,0.9698
846,13,8256.294921875,0.0565144605934619,0.0946030542254448,2.55552077293396,0.0,6.853326340205967e-05,0.352777898311615,0.3811702728271484,0.2412477731704712,0.1241388320922851,0.0585469640791416,0.5929383635520935,0.8703402280807495,37.4486083984375,549.608448,1,0,1,0,0,1,1,0,0,0,1,0.0404,0.0013,0.0224,0.1952,0.2629,0.9995,0.9974
847,15,10310.1787109375,0.1898310333490371,0.1179300025105476,3.171699523925781,0.0,0.0001506038097431,0.5723908543586731,0.0843519568443298,0.1506447792053222,0.1814115792512893,0.1518982797861099,0.8112566471099854,0.9785109758377076,39.33462524414063,581.07904,4,0,0,0,1,4,0,0,0,1,1,0.1066,0.1003,0.11,0.1479,0.1716,0.9269,0.8028
848,27,10528.8466796875,0.0049296352081,0.0066277608275413,0.934220552444458,0.0,3.906049187207827e-06,0.0238162949681282,0.010584533214569,0.0235109403729438,0.0048482855781912,0.1679785847663879,0.998575747013092,0.9571603536605836,50.13600158691406,786.04544,3,0,0,0,1,3,0,0,0,1,1,0.011,0.0119,0.0036,0.0032,0.0095,0.9993,0.9937
849,10,10219.818359375,0.0244357027113437,0.0556674003601074,0.9125373363494872,0.0,9.668918210081756e-05,0.1701579242944717,0.0005630850791931,0.1312827467918396,0.2711722254753113,0.1146756559610366,0.7597177624702454,0.683264434337616,51.056640625,501.431296,3,0,0,0,1,3,0,0,0,1,1,0.0362,0.1128,0.026,0.235,0.2501,0.1086,0.0895
850,18,10264.96875,0.1138518452644348,0.1170684620738029,2.012084007263184,0.0,2.9151004127925265e-05,0.333989530801773,0.6669543981552124,0.0996646285057067,0.1537490487098693,0.0900472179055213,0.5164642333984375,0.5945776700973511,52.12364959716797,633.787392,3,0,0,0,1,3,0,0,0,1,1,0.0787,0.0435,0.0984,0.1634,0.1462,0.8515,0.1789
851,16,11450.1005859375,0.0152635481208562,0.0279329288750886,1.816384434700012,0.0,4.192938285996206e-05,0.0759728848934173,0.076581597328186,0.1660778969526291,0.0971246510744094,0.0999053940176963,0.5510734915733337,0.5354865789413452,38.71231842041016,600.334848,2,0,0,1,0,2,0,0,1,0,1,0.0188,0.0057,0.0064,0.0217,0.0146,0.9773,0.9921
852,14,9840.7333984375,0.0058515137061476,0.014032713137567,0.7302551865577698,0.0,3.082068724324927e-05,0.0285873040556907,0.0173530057072639,0.0094964765012264,0.0529864989221096,0.2049420326948166,0.9025061130523682,0.956034541130066,37.33299255371094,565.073408,0,1,0,0,0,0,0,1,0,0,1,0.0076,0.0028,0.0051,0.0121,0.0126,0.9951,0.9944
853,23,12944.857421875,0.008644794113934,0.0165212880820035,2.322528600692749,0.0,1.9430888642091304e-05,0.04483288154006,0.0340239852666854,0.025281935930252,0.0237044505774974,0.018342413008213,0.9711886644363404,0.983788788318634,46.67257690429688,718.665728,3,0,0,0,1,4,0,0,0,1,0,0.0167,0.0232,0.0055,0.0062,0.0779,0.9976,0.6431
854,20,10967.470703125,0.0327165126800537,0.0523148961365222,8.38256549835205,0.0,1.464059005229501e-05,0.1337902843952179,0.3276227712631225,0.1290596276521682,0.0460435450077056,0.1046056970953941,0.900114893913269,0.5287132263183594,57.59574508666992,670.953472,2,0,0,1,0,3,0,0,0,1,0,0.0311,0.1313,0.0092,0.0308,0.2074,0.9571,0.93
855,12,7770.056640625,0.0162190664559602,0.0293650459498167,0.5906440615653992,0.0,9.115973807638512e-05,0.0706297531723976,0.0161545574665069,0.0196512341499328,0.2243013679981231,0.2382723540067672,0.98812597990036,0.8429796695709229,45.00902557373047,533.140992,2,0,0,1,0,2,0,0,1,0,1,0.0246,0.0056,0.0187,0.2132,0.0044,0.9991,0.9993
856,10,8645.310546875,0.1894374638795852,0.2092608213424682,1.259506344795227,0.0,8.286807133117691e-05,0.4069083631038666,0.5100045204162598,0.0579169392585754,0.2129953503608703,0.1953129768371582,0.0493014305830001,0.0504352003335952,34.7973747253418,495.816192,2,0,0,1,0,2,0,0,1,0,1,0.1366,0.2103,0.1383,0.2452,0.0879,0.9768,0.8282
857,19,9931.046875,0.1399168372154235,0.134261354804039,8.826298713684082,0.0,0.0001654566731303,0.6115796566009521,3.3670248985290527,1.1842083930969238,0.1289048939943313,0.1204402819275856,0.089582085609436,0.2256037294864654,42.02073669433594,648.521216,6,0,0,0,1,6,0,0,0,1,1,0.1319,0.1327,0.1233,0.1349,0.1693,0.1137,0.2261
858,18,8793.130859375,0.0119975786656141,0.0137152522802352,1.3172422647476196,0.0,1.3204657079768369e-05,0.0547186397016048,0.0050222873687744,0.0062719285488128,0.0197493620216846,0.1652255207300186,0.975119411945343,0.9600988626480104,44.88409423828125,636.004352,5,0,0,0,1,5,0,0,0,1,1,0.0221,0.004,0.0034,0.2077,0.2169,0.9672,0.964
