model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
EquiformerV2 AD,622,11,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,623,16,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,624,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,625,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,626,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,627,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,628,21,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,629,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,630,19,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,631,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,632,18,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,633,11,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,634,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,635,13,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,636,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,637,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,638,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,639,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,640,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,641,19,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,642,16,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,643,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,644,18,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,645,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,646,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,647,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,648,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,649,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,650,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,651,17,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,652,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,653,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,654,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,655,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,656,17,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,657,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,658,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,659,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,660,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,661,18,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,662,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,663,16,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,664,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,665,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,666,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,667,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,668,16,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,669,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,670,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,671,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,672,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,673,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,674,14,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,675,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,676,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,677,15,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,678,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,679,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,680,13,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,681,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,682,9,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,683,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,684,15,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,685,15,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,686,8,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,687,14,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,688,19,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,689,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,690,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,691,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,692,17,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,693,9,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,694,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,695,10,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,696,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,697,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,698,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,699,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,700,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,701,17,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,702,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,703,15,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,704,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,705,10,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,706,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,707,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,708,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,709,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,710,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,711,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,712,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,713,14,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,714,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,715,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,716,5,0,2,False,Minimum,Higher-order saddle point,False
EquiformerV2 AD,717,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,718,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,719,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,720,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,721,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,722,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,723,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,724,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,725,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,726,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,727,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,728,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,729,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,730,14,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,731,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,732,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,733,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,734,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,735,17,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,736,5,1,3,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,737,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,738,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,739,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,740,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,741,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,742,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,743,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,744,13,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,745,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,746,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,747,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,748,8,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,749,7,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,750,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,751,19,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,752,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,753,8,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,754,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,755,17,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,756,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,757,11,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,758,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,759,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,760,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,761,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,762,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,763,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,764,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,765,12,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,766,14,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,767,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,768,15,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,769,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,770,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,771,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,772,8,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,773,12,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,774,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,775,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,776,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,777,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,778,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,779,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,780,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,781,11,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,782,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,783,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,784,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,785,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,786,15,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,787,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,788,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,789,17,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,790,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,791,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,792,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,793,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,794,17,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,795,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,796,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,797,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,798,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,799,19,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,800,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,801,6,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,802,9,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,803,13,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,804,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,805,12,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,806,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,807,10,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,808,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,809,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,810,12,2,3,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,811,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,812,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,813,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,814,9,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,815,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,816,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,817,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,818,18,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,819,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,820,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,821,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,822,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,823,12,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,824,17,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,825,16,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,826,19,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,827,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,828,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,829,13,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,830,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,831,8,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,832,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,833,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,834,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,835,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,836,21,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,837,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,838,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,839,11,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,840,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,841,18,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,842,11,3,4,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,843,17,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,844,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,845,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,846,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,847,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,848,12,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,849,9,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,850,12,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,851,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,852,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,853,12,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,854,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,855,10,0,3,False,Minimum,Higher-order saddle point,False
EquiformerV2 AD,856,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,857,15,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,858,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,859,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,860,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,861,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,862,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,863,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,864,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,865,13,2,0,False,Higher-order saddle point,Minimum,False
EquiformerV2 AD,866,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,867,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,868,12,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,869,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,870,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,871,15,3,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,872,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,873,21,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,874,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,875,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,876,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,877,14,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,878,17,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,879,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,880,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,881,14,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,882,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,883,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,884,10,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,885,16,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,886,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,887,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,888,17,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,889,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,890,11,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,891,18,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,892,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,893,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,894,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,895,17,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,896,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,897,18,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,898,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,899,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,900,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,901,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,902,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,903,6,0,3,False,Minimum,Higher-order saddle point,False
EquiformerV2 AD,904,19,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,905,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,906,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,907,18,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,908,12,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,909,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,910,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,911,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,912,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,913,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,914,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,915,14,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,916,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,917,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,918,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,919,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,920,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,921,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,922,13,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,923,12,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,924,15,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,925,10,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,926,17,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,927,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,928,16,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,929,13,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,930,20,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,931,19,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,932,15,1,2,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,933,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,934,8,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,935,19,4,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,936,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,937,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,938,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,939,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,940,12,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,941,16,4,3,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,942,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,943,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,944,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,945,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,946,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,947,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,948,9,2,4,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,949,13,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,950,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,951,12,0,2,False,Minimum,Higher-order saddle point,False
EquiformerV2 AD,952,16,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,953,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,954,14,3,2,False,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,955,12,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,956,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,957,13,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,958,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,959,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,960,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,961,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,962,13,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,963,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,964,16,0,2,False,Minimum,Higher-order saddle point,False
EquiformerV2 AD,965,19,2,0,False,Higher-order saddle point,Minimum,False
EquiformerV2 AD,966,14,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,967,8,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,968,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,969,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,970,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,971,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,972,11,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,973,19,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,974,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,975,12,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,976,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,977,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,978,14,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,979,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,980,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,981,9,0,1,False,Minimum,Transition state,False
EquiformerV2 AD,982,19,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,983,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,984,10,1,6,False,Transition state,Higher-order saddle point,False
EquiformerV2 AD,985,17,2,1,False,Higher-order saddle point,Transition state,False
EquiformerV2 AD,986,14,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,987,15,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,988,16,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,989,18,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,990,17,0,0,True,Minimum,Minimum,True
EquiformerV2 AD,991,13,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,992,12,2,0,False,Higher-order saddle point,Minimum,False
EquiformerV2 AD,993,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
EquiformerV2 AD,994,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,995,12,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,996,10,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,997,11,1,1,True,Transition state,Transition state,True
EquiformerV2 AD,998,12,1,0,False,Transition state,Minimum,False
EquiformerV2 AD,999,10,1,1,True,Transition state,Transition state,True
HIP,0,16,1,1,True,Transition state,Transition state,True
HIP,1,16,1,1,True,Transition state,Transition state,True
HIP,2,15,1,1,True,Transition state,Transition state,True
HIP,3,18,0,1,False,Minimum,Transition state,False
HIP,4,16,0,0,True,Minimum,Minimum,True
HIP,5,16,1,1,True,Transition state,Transition state,True
HIP,6,16,1,2,False,Transition state,Higher-order saddle point,False
HIP,7,14,1,1,True,Transition state,Transition state,True
HIP,8,15,0,0,True,Minimum,Minimum,True
HIP,9,17,1,1,True,Transition state,Transition state,True
HIP,10,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,11,15,1,1,True,Transition state,Transition state,True
HIP,12,11,0,0,True,Minimum,Minimum,True
HIP,13,16,1,1,True,Transition state,Transition state,True
HIP,14,10,0,0,True,Minimum,Minimum,True
HIP,15,18,1,1,True,Transition state,Transition state,True
HIP,16,12,0,0,True,Minimum,Minimum,True
HIP,17,10,2,1,False,Higher-order saddle point,Transition state,False
HIP,18,12,1,1,True,Transition state,Transition state,True
HIP,19,14,1,1,True,Transition state,Transition state,True
HIP,20,15,1,1,True,Transition state,Transition state,True
HIP,21,17,1,2,False,Transition state,Higher-order saddle point,False
HIP,22,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
HIP,23,16,0,0,True,Minimum,Minimum,True
HIP,24,16,0,0,True,Minimum,Minimum,True
HIP,25,16,1,1,True,Transition state,Transition state,True
HIP,26,14,0,0,True,Minimum,Minimum,True
HIP,27,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
HIP,28,16,0,0,True,Minimum,Minimum,True
